代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
300509.SZ,新美星,300509,2016/4/12,2016/4/14,2016/4/25,创业板,13.22,22.98,64.17,2000,2000,0,,2000,0,2.64,2.64,2.31,3340.75,12.64,0,0,3340.75,12.64,2500,396.22,99.06,310,上网定价,余额包销,广发证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,国浩律师事务所,2016/4/13,7.83,103.53,0.39,1,江苏,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,44.02,60.98,159.3,
603726.SH,朗迪集团,732726,2016/3/31,2016/4/11,2016/4/21,主板,11.73,19.23,52.32,2368,2368,0,236.8,2131.2,50.39,2.78,2.78,2.32,4588,16.52,0,0,4588,16.52,3000,980,175,398.47,"网下询价,上网定价",余额包销,中国中投证券有限责任公司,天健会计师事务所(特殊普通合伙),,北京大成律师事务所,2016/4/8,13.41,157.26,0.57,1,浙江,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料-橡胶制造业,工业--资本货物--机械--工业机械,A股,上海,43.99,61.04,159.33,
300508.SZ,维宏股份,300508,2016/3/30,2016/4/8,2016/4/19,创业板,20.08,22.98,93.36,1421,1182,239,357.2,1063.8,34.89,2.37,2.37,2.1,2762.84,11.64,386.72,1.36,3149.56,11.04,2399.26,235,195.3,240,"网下询价,上网定价",余额包销,摩根士丹利华鑫证券有限责任公司,容诚会计师事务所(特殊普通合伙),上海东洲资产评估有限公司,北京市君合律师事务所,2016/4/7,4.22,84.77,0.3,1,上海,软件和信息技术服务业,信息技术业-计算机应用服务业-计算机软件开发与咨询,工业--资本货物--机械--工业机械,A股,深圳,44.02,61.03,159.37,
002793.SZ,罗欣药业,2793,2016/3/28,2016/4/6,2016/4/15,中小企业板,11.97,14.64,51.16,2500,2500,0,250,2250,50,2.99,2.99,2.57,4188,13.99,0,0,4188,13.99,2200,725,850,388,"网下询价,上网定价",余额包销,中泰证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师事务所,2016/4/5,11.46,137.2,0.46,1,浙江,医药制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,44.03,61.14,159.57,
603868.SH,飞科电器,732868,2016/3/28,2016/4/5,2016/4/18,主板,18.03,16.52,29.12,4360,4360,0,436,3924,60,7.86,7.86,7.28,5838.14,7.43,0,0,5838.14,7.43,4500,554.5,245,435,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,国浩律师事务所,2016/4/1,25.85,466.08,0.59,1,上海,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海,43.98,61.09,123.77,
603701.SH,德宏股份,732701,2016/3/28,2016/3/30,2016/4/12,主板,13.5,21.6,28.69,1960,1960,0,,1960,0,2.65,2.65,2.23,4131,15.61,0,0,4131,15.61,2230,920,515,382,上网定价,余额包销,摩根士丹利华鑫证券有限责任公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师事务所,2016/3/29,14.69,198.26,0.75,1,浙江,电气机械和器材制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海,44,61.06,159.36,
603798.SH,康普顿,732798,2016/3/15,2016/3/23,2016/4/6,主板,14.33,17.47,83.33,2500,2500,0,250,2250,50,3.58,3.58,3.24,3421.7,9.55,0,0,3421.7,9.55,2270.38,468.12,275,383,"网下询价,上网定价",余额包销,光大证券股份有限公司,和信会计师事务所(特殊普通合伙),青岛天和资产评估有限责任公司,北京市天元律师事务所,2016/3/22,12.08,173.14,0.48,1,山东,石油加工、炼焦和核燃料加工业,制造业-石油、化学、塑胶、塑料-石油加工及炼焦业-石油制品业,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,A股,上海,44.03,61.05,159.35,
300474.SZ,景嘉微,300474,2016/3/14,2016/3/22,2016/3/31,创业板,13.64,21.25,50.64,3350,3350,0,335,3015,50,4.57,4.57,3.94,6302,13.79,0,0,6302,13.79,4892,550,410,50,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,广东华商律师事务所,2016/3/21,11.83,161.32,0.35,1,湖南,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳,43.99,61.05,159.37,
603028.SH,赛福天,732028,2016/3/11,2016/3/21,2016/3/31,主板,4.26,22.94,44.54,5520,5520,0,552,4968,50.14,2.35,2.35,1.92,4345.72,18.48,0,0,4345.72,18.48,3200,582.26,213.07,295.28,"网下询价,上网定价",余额包销,广发证券股份有限公司,广东正中珠江会计师事务所(特殊普通合伙),广东中广信资产评估有限公司,北京市君合律师事务所,2016/3/18,19.2,81.8,0.35,1,江苏,金属制品业,制造业-金属、非金属-金属制品业-金属丝绳及其制品业,材料--材料Ⅱ--金属、非金属与采矿--钢铁,A股,上海,43.9,61.01,159.71,
002791.SZ,坚朗五金,2791,2016/3/10,2016/3/18,2016/3/29,中小企业板,21.57,21.68,44.67,5359,4436,923,1366.6,3992.4,35.31,9.57,9.57,8.84,7330.92,7.66,1033.4,0.89,8364.32,7.24,7000,486,420,365,"网下询价,上网定价",余额包销,安信证券股份有限公司,瑞华会计师事务所(特殊普通合伙),深圳道衡美评国际资产评估有限公司,北京国枫律师事务所,2016/3/17,18.51,399.16,0.35,1,广东,金属制品业,制造业-金属、非金属-金属制品业,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳,44,61.11,64.68,
002792.SZ,通宇通讯,2792,2016/3/9,2016/3/17,2016/3/28,中小企业板,22.94,9.74,51.08,3750,3000,750,1050,2700,32,6.88,6.88,6.11,7704.18,11.19,1120.13,1.3,8824.31,10.26,7720.64,377,270,422,"网下询价,上网定价",余额包销,东北证券股份有限公司,瑞华会计师事务所(特殊普通合伙),开元资产评估有限公司,北京市中伦律师事务所,2016/3/16,9.65,221.27,0.26,1,广东,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,43.98,61.07,144.54,
300506.SZ,名家汇,300506,2016/3/7,2016/3/15,2016/3/24,创业板,8.58,22.96,30.33,3000,3000,0,300,2700,50,2.57,2.57,2.27,3032.87,11.78,0,0,3032.87,11.78,1660,754.37,260,345,"网下询价,上网定价",余额包销,恒泰长财证券有限责任公司,广东正中珠江会计师事务所(特殊普通合伙),深圳道衡美评国际资产评估有限公司,北京市金杜律师事务所,2016/3/14,8.19,70.26,0.27,1,广东,建筑装饰和其他建筑业,建筑业-土木工程建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳,44.06,61.17,159.55,
300484.SZ,蓝海华腾,300484,2016/3/9,2016/3/11,2016/3/22,创业板,18.75,19.83,28.63,1300,1300,0,,1300,0,2.44,2.44,2.14,2994,12.28,0,0,2994,12.28,2200,350,100,330,上网定价,余额包销,中泰证券股份有限公司,瑞华会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市中伦律师事务所,2016/3/10,5.69,106.7,0.44,1,广东,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,44,61.04,159.37,
603861.SH,白云电器,732861,2016/3/2,2016/3/9,2016/3/22,主板,8.5,22.97,28.75,4910,4910,0,491,4419,60,4.18,4.17,3.78,3963.79,9.5,0,0,3963.79,9.5,3000,350.74,115.34,378,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京市天元律师事务所,2016/3/8,25.17,213.97,0.51,1,广东,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,上海,44,61.03,115.03,
300505.SZ,川金诺,300505,2016/2/25,2016/3/4,2016/3/15,创业板,10.25,22.98,41.85,2335,2335,0,233.5,2101.5,50.39,2.39,2.39,2.03,3626.97,15.15,0,0,3626.97,15.15,2775,394,125,306,"网下询价,上网定价",余额包销,世纪证券有限责任公司,信永中和会计师事务所(特殊普通合伙),中威正信(北京)资产评估有限公司,国浩律师事务所,2016/3/3,9.84,100.84,0.42,1,云南,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--基础化工,A股,深圳,44,61.11,159.55,
601020.SH,华钰矿业,780020,2016/2/25,2016/3/3,2016/3/16,主板,7.18,22.97,48.83,5200,5200,0,520,4680,60,3.73,3.73,3.34,3976.91,10.65,0,0,3976.91,10.65,3200,141.51,174.81,325.47,"网下询价,上网定价",余额包销,中信证券股份有限公司,立信会计师事务所(特殊普通合伙),中和资产评估有限公司,北京德恒律师事务所,2016/3/2,21.48,154.21,0.41,1,西藏,有色金属矿采选业,采掘业-有色金属矿采选业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,A股,上海,44.01,61.03,145.55,
002789.SZ,建艺集团,2789,2016/2/23,2016/3/2,2016/3/11,中小企业板,22.53,22.99,29.47,2030,2030,0,203,1827,50,4.57,4.57,4.18,3970.47,8.68,0,0,3970.47,8.68,2815.47,465,100,393,"网下询价,上网定价",余额包销,长城证券股份有限公司,瑞华会计师事务所(特殊普通合伙),深圳道衡美评国际资产评估有限公司,国浩律师事务所,2016/3/1,8.95,201.54,0.44,1,广东,建筑装饰和其他建筑业,建筑业-装修装饰业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳,43.99,61.07,87.85,
603919.SH,金徽酒,732919,2016/2/22,2016/3/1,2016/3/10,主板,10.94,18.47,21.7,7000,7000,0,700,6300,50,7.66,7.66,7.1,5600.2,7.31,0,0,5600.2,7.31,4500,535.3,200,332,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,天健会计师事务所(特殊普通合伙),"北京中天华资产评估有限责任公司,国众联资产评估土地房地产估价有限公司",北京卓纬律师事务所,2016/2/29,22.92,250.73,0.33,1,甘肃,酒、饮料和精制茶制造业,制造业-食品、饮料-饮料制造业-酒精及饮料酒制造业,日常消费--食品、饮料与烟草--饮料--白酒与葡萄酒,A股,上海,43.97,61.14,75.56,
300503.SZ,昊志机电,300503,2016/2/19,2016/2/29,2016/3/9,创业板,7.72,22.98,51.1,2500,2500,0,250,2250,50,1.93,1.93,1.68,2539.09,13.16,0,0,2539.09,13.16,2000,101.6,95.28,316.98,"网下询价,上网定价",余额包销,南京证券股份有限公司,立信会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,北京市康达律师事务所,2016/2/26,7.59,58.6,0.3,1,广东,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,44.04,61.06,159.35,
603520.SH,司太立,732520,2016/2/18,2016/2/26,2016/3/9,主板,12.15,22.98,44.32,3000,3000,0,300,2700,50,3.65,3.65,3.29,3508.9,9.63,0,0,3508.9,9.63,2187,680,200,400,"网下询价,上网定价",余额包销,东方花旗证券有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,北京金诚同达律师事务所,2016/2/25,14.03,170.5,0.47,1,浙江,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海,44.03,61.09,139.94,
002790.SZ,瑞尔特,2790,2016/2/17,2016/2/25,2016/3/8,中小企业板,16.58,19.78,48.64,4000,4000,0,400,3600,50,6.64,6.63,6.15,4770.31,7.19,0,0,4770.31,7.19,3949.5,283.02,155,290.57,"网下询价,上网定价",余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,上海市通力律师事务所,2016/2/24,19.07,316.14,0.48,1,福建,橡胶和塑料制品业,制造业-石油、化学、塑胶、塑料-橡胶制造业,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳,44.03,61.1,92,
603027.SH,千禾味业,732027,2016/2/17,2016/2/24,2016/3/7,主板,9.19,22.98,38.96,4000,4000,0,400,3600,50,3.68,3.68,3.39,2876.59,7.83,0,0,2876.59,7.83,2038,410,122.5,263,"网下询价,上网定价",余额包销,招商证券股份有限公司,信永中和会计师事务所(特殊普通合伙),"广东联信资产评估土地房地产估价有限公司,厦门市大学资产评估土地房地产估价有限责任公司",北京市金杜律师事务所,2016/2/23,20.31,186.65,0.51,1,四川,食品制造业,制造业-食品、饮料-食品制造业,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,上海,43.96,61.07,128.19,
300502.SZ,新易盛,300502,2016/2/19,2016/2/23,2016/3/3,创业板,21.47,18.58,51.07,1940,1940,0,,1940,0,4.17,4.17,3.65,5199.2,12.48,0,0,5199.2,12.48,4084.2,441.51,248.68,311.66,上网定价,余额包销,东莞证券股份有限公司,立信会计师事务所(特殊普通合伙),中联资产评估集团有限公司,北京国枫律师事务所,2016/2/22,6.64,142.48,0.34,1,四川,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,44.01,61.06,159.41,
603608.SH,天创时尚,732608,2016/1/22,2016/2/1,2016/2/18,主板,9.8,22.98,74.54,7000,7000,0,700,6300,50,6.86,6.86,6.33,5283.82,7.7,0,0,5283.82,7.7,3855.5,551.87,183.87,320,"网下询价,上网定价",余额包销,招商证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),北京中天衡平国际资产评估有限公司,北京市金杜律师事务所,2016/1/29,30.57,299.55,0.44,1,广东,皮革、毛皮、羽毛及其制品和制鞋业,制造业-纺织、服装、皮毛-皮革、毛皮、羽绒及制品制造业-皮革制品制造业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,A股,上海,43.98,61.09,97.09,
002788.SZ,鹭燕医药,2788,2016/1/21,2016/1/29,2016/2/18,中小企业板,18.65,22.97,41.02,3205,3205,0,320.5,2884.5,50.84,5.98,5.98,5.41,5643.2,9.44,0,0,5643.2,9.44,4524.13,590,115,414.07,"网下询价,上网定价",余额包销,国信证券股份有限公司,致同会计师事务所(特殊普通合伙),,北京市金杜律师事务所,2016/1/28,14.13,263.52,0.44,1,福建,批发业,批发和零售贸易-食品、饮料、烟草和家庭用品批发业-药品及医疗器械批发业,医疗保健--医疗保健设备与服务--医疗保健提供商与服务--保健护理产品经销商,A股,深圳,44.02,61.09,102.98,
601900.SH,南方传媒,780900,2016/1/20,2016/1/28,2016/2/15,主板,6.13,22.97,35.53,16910,16910,0,1691,15219,60.02,10.37,10.37,9.89,4763.17,4.6,0,0,4763.17,4.6,3213.77,910.19,179.25,390.29,"网下询价,上网定价",余额包销,长城证券股份有限公司,瑞华会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,北京市君合律师事务所,2016/1/27,92.59,567.6,0.55,1,广东,新闻和出版业,传播与文化产业-出版业,可选消费--媒体Ⅱ--媒体Ⅲ--出版,A股,上海,44.05,61.04,148.81,
603377.SH,东方时尚,732377,2016/1/20,2016/1/27,2016/2/5,主板,16.4,21.74,21.75,5000,5000,0,500,4500,60,8.67,8.2,7.8,4041.49,4.93,0,0,4041.49,4.93,2706,600,270,358,"网下询价,上网定价",余额包销,国信证券股份有限公司,立信会计师事务所(特殊普通合伙),北京北方亚事资产评估有限责任公司,北京市通商律师事务所,2016/1/26,35.65,584.69,0.71,1,北京,教育,社会服务业,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,A股,上海,44.02,61.05,112.15,
300501.SZ,海顺新材,300501,2016/1/22,2016/1/26,2016/2/4,创业板,22.02,22.99,50.73,1338,1338,0,,1338,0,2.95,2.95,2.65,2986.67,10.14,0,0,2986.67,10.14,2017.77,480,150,315,上网定价,余额包销,天风证券股份有限公司,天健会计师事务所(特殊普通合伙),开元资产评估有限公司,湖南启元律师事务所,2016/1/25,5.95,130.92,0.44,1,上海,医药制造业,制造业-石油、化学、塑胶、塑料,材料--材料Ⅱ--容器与包装--金属与玻璃容器,A股,深圳,44.01,61.05,159.41,
300500.SZ,启迪设计,300500,2016/1/21,2016/1/25,2016/2/4,创业板,20.91,22.98,54.57,1500,1500,0,,1500,0,3.14,3.14,2.78,3584.66,11.43,0,0,3584.66,11.43,2909.2,254,120,269,上网定价,余额包销,广发证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,江苏竹辉律师事务所,2016/1/22,8.75,183.03,0.58,1,江苏,专业技术服务业,社会服务业-专业、科研服务业-建筑、工程咨询服务业,工业--商业和专业服务--专业服务--调查和咨询服务,A股,深圳,44,61.04,159.35,
300499.SZ,高澜股份,300499,2016/1/20,2016/1/22,2016/2/2,创业板,15.52,22.97,33.97,1667,1667,0,,1667,0,2.59,2.59,2.28,3110.41,12.02,0,0,3110.41,12.02,1782.31,508.21,546.98,240.57,上网定价,余额包销,天风证券股份有限公司,立信会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,北京市中伦律师事务所,2016/1/21,10.22,158.63,0.61,1,广东,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,深圳,44.01,61.12,159.46,
002778.SZ,高科石化,2778,2015/12/16,2015/12/24,2016/1/6,中小企业板,8.5,22.97,109.49,2230,2230,0,223,2007,50.54,1.9,1.9,1.66,2350.19,12.4,0,0,2350.19,12.4,1500,300.28,149.91,320,"网下询价,上网定价",余额包销,东吴证券股份有限公司,致同会计师事务所(特殊普通合伙),,北京市中伦律师事务所,2015/12/23,0,0,0,1,江苏,石油加工、炼焦和核燃料加工业,制造业-石油、化学、塑胶、塑料-石油加工及炼焦业,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油与天然气的炼制和销售,A股,深圳,44,61.03,159.4,
