代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
601108.SH,财通证券,780108,2017/9/26,2017/10/12,2017/10/24,主板,11.38,22.98,26.38,35900,35900,0,3590,32310,60,40.85,40.85,39.58,12709.57,3.11,0,0,12709.57,3.11,11132.08,688.68,298.11,419.81,"网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市锦天城律师事务所,2017/10/11,63.65,724.35,0.18,1,浙江,资本市场服务,金融、保险业-证券、期货业,金融--多元金融--资本市场--投资银行业与经纪业,A股,上海,44.02,39.78,44.91,
002907.SZ,华森制药,2907,2017/9/26,2017/10/11,2017/10/20,中小企业板,4.53,22.96,38.87,4006,4006,0,400.6,3605.4,60.14,1.81,1.81,1.47,3492.93,19.25,0,0,3492.93,19.25,2358.48,336.89,218.68,493.4,"网下询价,上网定价",余额包销,第一创业证券承销保荐有限责任公司,大华会计师事务所(特殊普通合伙),同致信德(北京)资产评估有限公司,北京懋德律师事务所,2017/10/10,5.06,22.93,0.13,1,重庆,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,43.93,61.2,114.57,
603922.SH,金鸿顺,732922,2017/9/4,2017/10/11,2017/10/23,主板,17.54,22.98,19.23,3200,3200,0,320,2880,50,5.61,5.61,5.16,4509,8.03,0,0,4509,8.03,3182.72,613.21,212.26,450,"网下询价,上网定价",余额包销,东吴证券股份有限公司,华兴会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,上海市通力律师事务所,2017/10/10,5.75,100.8,0.18,1,江苏,汽车制造业,制造业-机械、设备、仪表-交通运输设备制造业-汽车制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海,44.01,61.08,44.14,
603683.SH,晶华新材,732683,2017/9/25,2017/10/10,2017/10/20,主板,9.34,22.99,44.62,3167,3167,0,316.7,2850.3,53.15,2.96,2.96,2.6,3567.26,12.06,0,0,3567.26,12.06,2264.15,377.36,191.04,,"网下询价,上网定价",余额包销,广发证券股份有限公司,天衡会计师事务所(特殊普通合伙),北京天健兴业资产评估有限公司,上海市瑛明律师事务所,2017/10/9,5.51,51.46,0.17,1,上海,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海,44,61.12,133.16,
603466.SH,风语筑,732466,2017/9/25,2017/10/10,2017/10/20,主板,16.56,22.98,47.21,3600,3600,0,360,3240,50,5.96,5.96,5.51,4560.63,7.65,0,0,4560.63,7.65,3317.89,573.58,207.55,443.4,"网下询价,上网定价",余额包销,海通证券股份有限公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,上海市锦天城律师事务所,2017/10/9,7.36,121.81,0.2,1,上海,文化艺术业,传播与文化产业-其他传播、文化产业,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,上海,44.02,61.09,159.45,
002908.SZ,德生科技,2908,2017/9/25,2017/10/10,2017/10/20,中小企业板,7.58,22.98,55.01,3334,3334,0,333.4,3000.6,50,2.53,2.53,2.14,3885.47,15.37,0,0,3885.47,15.37,2830.18,347.74,226.42,452.83,"网下询价,上网定价",余额包销,中航证券有限公司,信永中和会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,广东尚玖律师事务所,2017/10/9,5.24,39.69,0.16,1,广东,软件和信息技术服务业,信息技术业-计算机应用服务业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,44.06,60.99,114.29,
300710.SZ,万隆光电,300710,2017/9/27,2017/9/29,2017/10/19,创业板,14.75,22.98,50.25,1750,1750,0,,1750,0,2.58,2.58,2.34,2402.26,9.31,0,0,2402.26,9.31,1509.42,349.06,182.08,344.34,上网定价,余额包销,申万宏源证券承销保荐有限责任公司,致同会计师事务所(特殊普通合伙),北京卓信大华资产评估有限公司,北京市通商律师事务所,2017/9/28,2.84,41.87,0.16,1,浙江,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,深圳,44,61.06,159.37,
300709.SZ,精研科技,300709,2017/9/21,2017/9/29,2017/10/19,创业板,38.7,22.65,50.26,2200,2200,0,220,1980,50,8.51,8.51,7.63,8797.5,10.33,0,0,8797.5,10.33,6900,793,545,495,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,大华会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,国浩律师事务所,2017/9/28,3.38,130.88,0.15,1,江苏,计算机、通信和其他电子设备制造业,信息技术业-通信及相关设备制造业-通信设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,44.01,61.04,70.46,
603396.SH,金辰股份,732396,2017/9/27,2017/9/29,2017/10/18,主板,19.47,22.99,62.9,1889,1889,0,,1889,0,3.68,3.68,3.29,3903.31,10.61,0,0,3903.31,10.61,2783.02,566.04,188.68,330.19,上网定价,余额包销,中泰证券股份有限公司,容诚会计师事务所(特殊普通合伙),辽宁元正资产评估有限公司,北京市中伦律师事务所,2017/9/28,3.61,70.32,0.19,1,辽宁,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体设备,A股,上海,44.02,60.98,92.87,
002905.SZ,金逸影视,2905,2017/9/20,2017/9/28,2017/10/16,中小企业板,20.98,20.63,39.52,4200,4200,0,420,3780,50,8.81,8.81,8.1,7081,8.04,0,0,7081,8.04,5550,616.51,383.47,466.98,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,信永中和会计师事务所(特殊普通合伙),,北京市中伦律师事务所,2017/9/27,10.76,225.74,0.26,1,广东,广播、电视、电影和影视录音制作业,传播与文化产业-广播电影电视业-电影,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,深圳,43.99,61.04,42.54,
300708.SZ,聚灿光电,300708,2017/9/19,2017/9/28,2017/10/16,创业板,2.82,22.93,50.26,6433,6433,0,643.3,5789.7,50,1.81,1.81,1.45,3596.5,19.83,0,0,3596.5,19.83,2512.83,511.32,150.94,421.41,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,安徽承义律师事务所,2017/9/27,7.66,21.61,0.12,1,江苏,计算机、通信和其他电子设备制造业,制造业-机械、设备、仪表-电器机械及器材制造业-照明器具制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,深圳,43.97,61.33,159.85,
603829.SH,洛凯股份,732829,2017/9/20,2017/9/28,2017/10/17,主板,7.23,22.99,30.55,4000,4000,0,400,3600,50,2.89,2.89,2.54,3496.45,12.09,0,0,3496.45,12.09,2636.79,221.7,177.36,432.65,"网下询价,上网定价",余额包销,民生证券股份有限公司,瑞华会计师事务所(特殊普通合伙),"上海申威资产评估有限公司,北京中天华资产评估有限责任公司",上海市广发律师事务所,2017/9/27,8.36,60.44,0.21,1,江苏,电气机械和器材制造业,制造业-机械、设备、仪表-电器机械及器材制造业,工业--资本货物--电气设备--电气部件与设备,A股,上海,43.98,61.19,159.65,
002906.SZ,华阳集团,2906,2017/9/18,2017/9/27,2017/10/13,中小企业板,13.69,22.98,49.86,7310,7310,0,731,6579,60.04,10.01,10.01,9.41,5987.9,5.98,0,0,5987.9,5.98,4800,456.64,148.07,467.92,"网下询价,上网定价",余额包销,瑞银证券有限责任公司,德勤华永会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,北京市通商律师事务所,2017/9/26,12.77,174.84,0.17,1,广东,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,43.97,61.09,52.87,
603499.SH,翔港科技,732499,2017/9/18,2017/9/27,2017/10/16,主板,9.24,22.97,42.19,2500,2500,0,250,2250,50,2.31,2.31,2.02,2859.82,12.38,0,0,2859.82,12.38,1867.93,411.32,113.21,448.11,"网下询价,上网定价",余额包销,国金证券股份有限公司,立信会计师事务所(特殊普通合伙),上海申威资产评估有限公司,国浩律师事务所,2017/9/26,5.92,54.68,0.24,1,上海,印刷和记录媒介复制业,制造业-造纸、印刷-印刷业,材料--材料Ⅱ--容器与包装--纸包装,A股,上海,44.05,61.01,159.28,
603110.SH,东方材料,732110,2017/9/18,2017/9/26,2017/10/13,主板,13.04,22.98,44.3,2566.67,2566.67,0,256.57,2310.1,50.01,3.35,3.35,2.87,4733.59,14.14,0,0,4733.59,14.14,3301.89,707.55,264.15,415.09,"网下询价,上网定价",余额包销,海通证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2017/9/25,5.83,76.06,0.23,1,浙江,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海,44.02,61.08,84.24,
002903.SZ,宇环数控,2903,2017/9/18,2017/9/26,2017/10/13,中小企业板,12.78,16.44,41.64,2500,2500,0,250,2250,50,3.2,3.2,2.73,4682.56,14.66,0,0,4682.56,14.66,2547.17,990.57,667.92,408.49,"网下询价,上网定价",余额包销,安信证券股份有限公司,天健会计师事务所(特殊普通合伙),开元资产评估有限公司,湖南启元律师事务所,2017/9/25,4.8,61.3,0.19,1,湖南,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,深圳,43.97,61.03,135.76,
603103.SH,横店影视,732103,2017/9/13,2017/9/22,2017/10/12,主板,15.45,22.98,39.36,5300,5300,0,530,4770,60,8.19,8.19,7.72,4694.83,5.73,0,0,4694.83,5.73,3301.88,518.87,186.79,549.06,"网下询价,上网定价",余额包销,中银国际证券股份有限公司,立信会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,北京市康达律师事务所,2017/9/21,11.09,171.34,0.21,1,浙江,广播、电视、电影和影视录音制作业,传播与文化产业-广播电影电视业,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,A股,上海,44.01,61.08,75.87,
300707.SZ,威唐工业,300707,2017/9/20,2017/9/22,2017/10/10,创业板,15.09,22.99,62.13,1965,1965,0,,1965,0,2.97,2.97,2.52,4472.56,15.08,0,0,4472.56,15.08,2937.27,856.57,286.79,311.32,上网定价,余额包销,国金证券股份有限公司,天职国际会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京市中伦律师事务所,2017/9/21,3.77,56.94,0.19,1,江苏,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,44,61.02,147.95,
300705.SZ,九典制药,300705,2017/9/12,2017/9/21,2017/10/10,创业板,10.37,22.97,38.47,2934,2934,0,293.4,2640.6,50,3.04,3.04,2.68,3600.2,11.83,0,0,3600.2,11.83,2435.77,528.3,264.15,359.43,"网下询价,上网定价",余额包销,西部证券股份有限公司,中审众环会计师事务所(特殊普通合伙),北京亚超资产评估有限公司,湖南启元律师事务所,2017/9/20,4.69,48.61,0.16,1,湖南,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,43.97,61.09,143.94,
601086.SH,国芳集团,780086,2017/9/11,2017/9/20,2017/9/29,主板,3.16,22.92,40.24,16000,16000,0,1600,14400,60,5.06,5.06,4.65,4020.28,7.95,0,0,4020.28,7.95,2841.51,619.9,153.21,377.36,"网下询价,上网定价",余额包销,西南证券股份有限公司,中喜会计师事务所(特殊普通合伙),北京中科华资产评估有限公司,囯浩律师(上海)事务所,2017/9/19,22,69.51,0.14,1,甘肃,零售业,批发和零售贸易-零售业,可选消费--零售业--多元化零售--百货商店,A股,上海,43.99,61.32,160,
002902.SZ,铭普光磁,2902,2017/9/12,2017/9/20,2017/9/29,中小企业板,14.13,22.9,49.42,3500,3500,0,350,3150,50,4.95,4.95,4.35,5931.93,11.99,0,0,5931.93,11.99,4338,710,325,497,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,致同会计师事务所(特殊普通合伙),北京中企华资产评估有限责任公司,广东华商律师事务所,2017/9/19,6,84.78,0.17,1,广东,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,44.02,61.08,135.87,
603378.SH,亚士创能,732378,2017/9/11,2017/9/19,2017/9/28,主板,12.94,22.98,43.85,4900,4900,0,490,4410,50,6.34,6.34,5.81,5306,8.37,0,0,5306,8.37,3777.7,726.42,330.19,448.7,"网下询价,上网定价",余额包销,海通证券股份有限公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,上海市锦天城律师事务所,2017/9/18,10.86,140.5,0.22,1,上海,化学原料和化学制品制造业,制造业-石油、化学、塑胶、塑料-化学原料及化学制品制造业,材料--材料Ⅱ--化工--特种化工,A股,上海,43.97,61.03,105.05,
603367.SH,辰欣药业,732367,2017/9/11,2017/9/19,2017/9/29,主板,11.66,22.98,38.42,10000,10000,0,1000,9000,60,11.66,11.66,11.1,5565.32,4.77,0,0,5565.32,4.77,4400,507.55,108.49,450,"网下询价,上网定价",余额包销,中泰证券股份有限公司,大信会计师事务所(特殊普通合伙),北京中天华资产评估有限责任公司,时代九和律师事务所,2017/9/18,18.66,217.62,0.19,1,山东,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,上海,44,61.11,63.67,
300706.SZ,阿石创,300706,2017/9/13,2017/9/15,2017/9/26,创业板,9.97,22.98,37.78,1960,1960,0,,1960,0,1.95,1.95,1.64,3121.15,15.97,0,0,3121.15,15.97,2264.15,410.38,132.08,314.54,上网定价,余额包销,兴业证券股份有限公司,致同会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,国浩律师事务所,2017/9/14,2.98,29.66,0.15,1,福建,其他制造业,制造业-其他制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,44.03,61.07,159.4,
603136.SH,天目湖,732136,2017/9/13,2017/9/15,2017/9/27,主板,19.68,22.99,29.41,2000,2000,0,,2000,0,3.94,3.94,3.6,3409.71,8.66,0,0,3409.71,8.66,2413.58,248.11,169.81,566.04,上网定价,余额包销,海通证券股份有限公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,北京市康达律师事务所,2017/9/14,3.72,73.2,0.19,1,江苏,公共设施管理业,社会服务业-旅游业,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,A股,上海,44,61.04,83.38,
300654.SZ,世纪天鸿,300654,2017/9/5,2017/9/14,2017/9/26,创业板,7.71,22.98,27.05,2335,2335,0,233.5,2101.5,50.39,1.8,1.8,1.45,3497,19.42,0,0,3497,19.42,2725,117,153,463,"网下询价,上网定价",余额包销,首创证券有限责任公司,瑞华会计师事务所(特殊普通合伙),开元资产评估有限公司,北京市康达律师事务所,2017/9/13,3.42,26.35,0.15,1,山东,新闻和出版业,传播与文化产业-出版业-书、报、杂志、资料出版业,可选消费--媒体Ⅱ--媒体Ⅲ--出版,A股,深圳,43.97,61.08,159.46,
603363.SH,傲农生物,732363,2017/9/5,2017/9/14,2017/9/26,主板,4.79,22.95,27.52,6000,6000,0,600,5400,60,2.87,2.87,2.3,5723.5,19.91,0,0,5723.5,19.91,4000,900,290,431,"网下询价,上网定价",余额包销,国泰君安证券股份有限公司,致同会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,北京市君合律师事务所,2017/9/13,11.23,53.77,0.19,1,福建,农副食品加工业,制造业-食品、饮料-食品加工业-粮食及饲料加工业,日常消费--食品、饮料与烟草--食品--农产品,A股,上海,44.05,61.16,159.57,
603157.SH,*ST拉夏,732157,2017/9/5,2017/9/13,2017/9/25,主板,8.41,9.76,30.73,5477,5477,0,547.7,4929.3,60,4.61,4.61,4.05,5536.14,12.02,0,0,5536.14,12.02,4073.58,655.34,296.23,396.23,"网下询价,上网定价",余额包销,中信证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),银信资产评估有限公司,国浩律师事务所,2017/9/12,8.06,67.79,0.15,1,新疆,纺织服装、服饰业,批发和零售贸易-零售业-纺织品、服装、鞋帽零售业,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,A股,上海,44,61.02,144.43,
002901.SZ,大博医疗,2901,2017/9/5,2017/9/13,2017/9/22,中小企业板,11.56,22.98,60.7,4010,4010,0,401,3609,60,4.64,4.64,4.26,3733.74,8.05,0,0,3733.74,8.05,2830.19,283.02,108.49,424.53,"网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),福建中兴资产评估房地产土地估价有限责任公司,上海市锦天城律师事务所,2017/9/12,6.95,80.39,0.17,1,福建,专用设备制造业,制造业-机械、设备、仪表-专用设备制造业,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健用品,A股,深圳,44.03,61.14,159.52,
002900.SZ,哈三联,2900,2017/9/4,2017/9/12,2017/9/22,中小企业板,18.07,22.98,38.14,5276.67,5276.67,0,526.67,4750,50.22,9.53,9.53,9,5337.53,5.6,0,0,5337.53,5.6,4196.38,478.67,196.23,424.53,"网下询价,上网定价",余额包销,安信证券股份有限公司,大华会计师事务所(特殊普通合伙),上海东洲资产评估有限公司,北京市中伦律师事务所,2017/9/11,7.67,138.68,0.15,1,黑龙江,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,44,61.03,69.25,
603963.SH,大理药业,732963,2017/9/4,2017/9/12,2017/9/22,主板,12.58,20.69,38.14,2500,2500,0,250,2250,50,3.15,3.15,2.62,5200.08,16.53,0,0,5200.08,16.53,4005.37,276.35,320.45,583.02,"网下询价,上网定价",余额包销,中信证券股份有限公司,信永中和会计师事务所(特殊普通合伙),中威正信(北京)资产评估有限公司,上海市通力律师事务所,2017/9/11,3.75,47.13,0.15,1,云南,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--中药,A股,上海,44.04,60.98,159.27,
603055.SH,台华新材,732055,2017/9/1,2017/9/11,2017/9/21,主板,9.21,22.97,33.06,6760,6760,0,676,6084,60,6.23,6.23,5.55,6759.6,10.86,0,0,6759.6,10.86,4700,1148.07,284.72,492.16,"网下询价,上网定价",余额包销,中信证券股份有限公司,中汇会计师事务所(特殊普通合伙),天源资产评估有限公司,北京懋德律师事务所,2017/9/8,9.88,91.02,0.15,1,浙江,纺织业,制造业-纺织、服装、皮毛-纺织业,材料--材料Ⅱ--化工--化纤,A股,上海,43.97,61.16,77.15,
300703.SZ,创源股份,300703,2017/9/6,2017/9/8,2017/9/19,创业板,19.83,22.98,46.85,2000,2000,0,,2000,0,3.97,3.97,3.65,3207.55,8.09,0,0,3207.55,8.09,2169.82,566.04,56.6,367.92,上网定价,余额包销,中国中投证券有限责任公司,亚太(集团)会计师事务所(特殊普通合伙),北京亚太联华资产评估有限公司,广东晟典律师事务所,2017/9/7,2.46,48.77,0.12,1,浙江,文教、工美、体育和娱乐用品制造业,制造业-造纸、印刷-文教体育用品制造业,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,A股,深圳,44.02,61.06,72.97,
603106.SH,恒银科技,732106,2017/8/31,2017/9/8,2017/9/20,主板,10.75,22.99,48.12,7000,7000,0,700,6300,50,7.53,7.53,7.01,5136.13,6.83,0,0,5136.13,6.83,3773.58,522.64,301.89,424.53,"网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),广东中广信资产评估有限公司,北京国枫律师事务所,2017/9/7,12.26,131.79,0.18,1,天津,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电脑与外围设备--电脑硬件,A股,上海,44,61.05,128.62,
603533.SH,掌阅科技,732533,2017/8/30,2017/9/7,2017/9/21,主板,4.05,22.96,53.28,4100,4100,0,410,3690,60,1.66,1.66,1.33,3272.08,19.71,0,0,3272.08,19.71,2300,301.89,268.87,283.02,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,瑞华会计师事务所(特殊普通合伙),北京华亚正信资产评估有限公司,北京市中伦律师事务所,2017/9/6,4.14,16.77,0.1,1,北京,互联网和相关服务,信息技术业-通信服务业,可选消费--媒体Ⅱ--媒体Ⅲ--出版,A股,上海,43.95,61.06,159.52,
300702.SZ,天宇股份,300702,2017/8/30,2017/9/7,2017/9/19,创业板,22.41,22.99,38.01,3000,3000,0,300,2700,50,6.72,6.72,6.1,6243.13,9.29,0,0,6243.13,9.29,4419,880,480,450,"网下询价,上网定价",余额包销,中信建投证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2017/9/6,4.39,98.42,0.15,1,浙江,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,44,61.11,77.47,
603813.SH,原尚股份,732813,2017/8/8,2017/9/6,2017/9/18,主板,10.17,22.99,18.63,2207,2207,0,220.7,1986.3,50,2.24,2.24,1.9,3410.14,15.19,0,0,3410.14,15.19,2100,707.55,145.92,448.11,"网下询价,上网定价",余额包销,民生证券股份有限公司,天健会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,广东广信君达律师事务所,2017/9/5,3.9,39.68,0.18,1,广东,道路运输业,交通运输、仓储业-公路运输业,工业--运输--航空货运与物流Ⅲ--航空货运与物流,A股,上海,43.95,61,159.29,
002893.SZ,华通热力,2893,2017/8/7,2017/9/6,2017/9/15,中小企业板,8.56,22.97,18.5,3000,3000,0,300,2700,50,2.57,2.57,2.18,3918.55,15.26,0,0,3918.55,15.26,3301.89,42.45,56.6,471.7,"网下询价,上网定价",余额包销,招商证券股份有限公司,信永中和会计师事务所(特殊普通合伙),北京天健兴业资产评估有限公司,北京德恒律师事务所,2017/9/5,4.76,40.73,0.16,1,北京,电力、热力生产和供应业,电力、煤气及水的生产和供应业-电力、蒸汽、热水的生产和供应业-蒸汽、热水的生产和供应业,公用事业--公用事业Ⅱ--复合型公用事业Ⅲ--复合型公用事业,A股,深圳,44.04,61.07,114.44,
603321.SH,梅轮电梯,732321,2017/8/28,2017/9/6,2017/9/15,主板,6.07,22.99,39.76,7700,7700,0,770,6930,50,4.67,4.67,4.22,4552.67,9.74,0,0,4552.67,9.74,2877.39,668.3,530,476.98,"网下询价,上网定价",余额包销,申万宏源证券承销保荐有限责任公司,立信会计师事务所(特殊普通合伙),银信资产评估有限公司,北京市中伦律师事务所,2017/9/5,12.99,78.87,0.17,1,浙江,通用设备制造业,制造业-机械、设备、仪表-普通机械制造业-通用设备制造业,工业--资本货物--机械--工业机械,A股,上海,43.99,60.98,128.03,
002899.SZ,英派斯,2899,2017/8/28,2017/9/5,2017/9/15,中小企业板,16.05,22.99,46.41,3000,3000,0,300,2700,50,4.82,4.82,4.33,4829.46,10.03,0,0,4829.46,10.03,3493.4,490.57,231.13,566.04,"网下询价,上网定价",余额包销,中信证券股份有限公司,和信会计师事务所(特殊普通合伙),山东正源和信资产评估有限公司,北京德和衡律师事务所,2017/9/4,5.86,94,0.2,1,山东,文教、工美、体育和娱乐用品制造业,制造业-造纸、印刷-文教体育用品制造业-体育用品制造业,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,A股,深圳,43.99,61.06,98.31,
300701.SZ,森霸传感,300701,2017/8/31,2017/9/4,2017/9/15,创业板,13.14,22.98,47.46,2000,2000,0,,2000,0,2.63,2.63,2.36,2663.33,10.13,0,0,2663.33,10.13,1677.92,226.42,310.05,430.19,上网定价,余额包销,长江证券承销保荐有限公司,天职国际会计师事务所(特殊普通合伙),北京亚太联华资产评估有限公司,广东华商律师事务所,2017/9/1,2.8,36.76,0.14,1,河南,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业-电子器件制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,深圳,43.99,61.05,159.41,
603648.SH,畅联股份,732648,2017/8/24,2017/9/1,2017/9/13,主板,7.37,22.96,31.9,9216.67,9216.67,0,921.57,8295.1,50,6.79,6.79,6.38,4115.5,6.06,0,0,4115.5,6.06,3257.18,202.83,96.23,462.26,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,天职国际会计师事务所(特殊普通合伙),上海申威资产评估有限公司,国浩律师事务所,2017/8/31,17.45,128.6,0.19,1,上海,商务服务业,社会服务业-专业、科研服务业,工业--运输--航空货运与物流Ⅲ--航空货运与物流,A股,上海,43.96,60.98,159.28,
603386.SH,广东骏亚,732386,2017/8/22,2017/8/31,2017/9/12,主板,6.23,22.99,47.32,5050,5050,0,505,4545,50,3.15,3.15,2.83,3172.43,10.08,0,0,3172.43,10.08,2500,155,123.58,374.62,"网下询价,上网定价",余额包销,民生证券股份有限公司,大华会计师事务所(特殊普通合伙),开元资产评估有限公司,北京观韬中茂律师事务所,2017/8/30,9.69,60.36,0.19,1,广东,计算机、通信和其他电子设备制造业,制造业-电子-其他电子设备制造业,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海,43.98,61.32,159.87,
300700.SZ,岱勒新材,300700,2017/8/22,2017/8/31,2017/9/12,创业板,10.49,22.98,36.13,2060,2060,0,206,1854,51.17,2.16,2.16,1.87,2944.62,13.63,0,0,2944.62,13.63,1886.79,424.53,186.79,446.51,"网下询价,上网定价",余额包销,申万宏源证券承销保荐有限责任公司,天职国际会计师事务所(特殊普通合伙),中瑞世联资产评估集团有限公司,湖南启元律师事务所,2017/8/30,2.33,24.43,0.11,1,湖南,非金属矿物制品业,制造业-金属、非金属,工业--资本货物--机械--工业机械,A股,深圳,44.04,61.02,159.3,
002898.SZ,赛隆药业,2898,2017/8/21,2017/8/30,2017/9/12,中小企业板,8.31,22.98,37.49,4000,4000,0,400,3600,50,3.32,3.32,3,3271.55,9.84,0,0,3271.55,9.84,2069.66,330.19,350,487.74,"网下询价,上网定价",余额包销,西部证券股份有限公司,致同会计师事务所(特殊普通合伙),中水致远资产评估有限公司,北京市康达律师事务所,2017/8/29,6.27,52.1,0.16,1,广东,医药制造业,制造业-医药、生物制品-医药制造业,医疗保健--制药、生物科技与生命科学--制药--西药,A股,深圳,44.04,61.07,159.4,
603277.SH,银都股份,732277,2017/8/21,2017/8/30,2017/9/11,主板,12.37,22.99,39.55,6600,6600,0,660,5940,60,8.16,8.16,7.45,7176.1,8.79,0,0,7176.1,8.79,5208.76,1045.22,400,419.81,"网下询价,上网定价",余额包销,国信证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2017/8/29,12.58,155.66,0.19,1,浙江,通用设备制造业,制造业-机械、设备、仪表-专用设备制造业-其他专用设备制造业,工业--资本货物--机械--工业机械,A股,上海,43.98,53.73,65.3,
